,Teks,Normalisasi_Teks,KBBI_Teks,Normal_Teks,Stopword_Removed_Teks,Clean,clean_teks
40,Sedih bgt ga cocok sama fw the originote :(,sedih bgt ga cocok sama fw the originote,<norm> bgt <norm> <norm> <norm> fw the originote,sedih banget ga cocok sama fw the originote,sedih banget ga cocok fw the originote,sedih bgt ga cocok sama fw the originote,sedih banget ga cocok fw the originote
41,Aku suudaon sama originote gang bikin muka w tambah kek pulu pulu,aku suudaon sama originote gang bikin muka w tambah kek pulu pulu,<norm> suudaon <norm> originote <norm> <norm> <norm> <norm> <norm> <norm> pulu pulu,aku suudaon sama originote gang bikin muka w tambah seperti pulu pulu,suudaon originote gang bikin muka w pulu pulu,aku suudaon sama originote gang bikin muka w tambah kek pulu pulu,suudaon originote gang bikin muka w pulu pulu
42,The originote moisturizernya gak cocok. Hueng. Baru juga sekali oles dikit dah merah.,the originote moisturizernya gak cocok hueng baru juga sekali oles dikit dah merah,the originote moisturizernya <norm> <norm> hueng <norm> <norm> <norm> <norm> <norm> <norm> <norm>,the originote moisturizernya gak cocok hueng baru juga sekali oles dikit deh merah,the originote moisturizernya gak cocok hueng oles dikit deh merah,the originote moisturizernya gak cocok hueng baru juga sekali oles dikit dah merah,the originote moisturizernya gak cocok hueng oles dikit deh merah
43,@chogeumgyu kak belum??,chogeumgyu kak belum,chogeumgyu <norm> <norm>,chogeumgyu kak belum,chogeumgyu kak,chogeumgyu kak belum,chogeumgyu kak
44,Cepett originote 70rb dapet 4 https://t.co/zd9RbahrHT https://t.co/JWxi33eofm,cepett originote rb dapet,cepett originote rb dapet,cepett originote rb dapat,cepett originote rb,cepett originote rb dapet,cepett originote rb
45,WTS preloved skincare the originote Hyalucera moisturizer (25k) Serum vitamin c isi sekitar 60% (20k) H-llow clarifying toner isi sekitar 50% (10k) TAKE ALL 50K dijual karna udh ga kepake beli di official storenya co . #preloved the originote https://t.co/q0aQm3HQ0A,wts preloved skincare the originote hyalucera moisturizer k serum vitamin c isi sekitar k hllow clarifying toner isi sekitar k take all k dijual karna udh ga kepake beli di official storenya co preloved the originote,<norm> preloved skincare the originote hyalucera moisturizer <norm> <norm> <norm> <norm> <norm> <norm> <norm> hllow clarifying <norm> <norm> <norm> <norm> take all <norm> <norm> karna udh <norm> kepake <norm> <norm> official storenya co preloved the originote,wts preloved skincare the originote hyalucera moisturizer ke serum vitamin c isi sekitar ke hllow clarifying toner isi sekitar ke take all ke dijual karena udah ga kepake beli di official storenya co preloved the originote,wts preloved skincare the originote hyalucera moisturizer serum vitamin c isi hllow clarifying toner isi take all dijual udah ga kepake beli official storenya co preloved the originote,wts preloved skincare the originote hyalucera moisturizer k serum vitamin c isi sekitar k hllow clarifying toner isi sekitar k take all k dijual karna udh ga kepake beli di official storenya co preloved the originote,wts preloved skincare the originote hyalucera moisturizer serum vitamin c isi hllow clarifying toner isi take all jual udah ga kepake beli official storenya co preloved the originote
46,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema. biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja https://t.co/RnBK9WN6MB,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja,<norm> <norm> nyobain micellar <norm> <norm> <norm> <norm> <norm> <norm> <norm> waterproof <norm> <norm> <norm> <norm> <norm> <norm> <norm> cleansing balm <norm> <norm> keangkat <norm> <norm> <norm> micellar <norm> nya the originote <norm>,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema biasanya harus pakai cleansing balm dulu baru keangkat ini cukup pakai micellar water nya the originote saja,kali nyobain micellar water langsung suka banget maskara waterproof langsung angkat sema pakai cleansing balm keangkat pakai micellar water nya the originote,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja,kali nyobain micellar water langsung suka banget maskara waterproof langsung angkat sema pakai cleansing balm angkat pakai micellar water nya the originote
47,cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,cushion originote mmf <norm> sempet suudzon <norm> <norm> <norm> bgt bjirr,cushion originote mmf saya sempat suudzon ternyata kamu bagus banget bjirr,cushion originote mmf suudzon bagus banget bjirr,cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,cushion originote mmf suudzon bagus banget bjirr
48,yuuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu AAAAAA NYATU DAN KAWIN BANGET SAMA KULITKU BEST BANGET CUSHION ORIGINOTE https://t.co/W5wqZ1W0gX,yuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu aa nyatu dan kawin banget sama kulitku best banget cushion originote,yuu the moment of truth yups <norm> <norm> <norm> shade light neutral <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> nyatu <norm> <norm> <norm> <norm> kulitku best <norm> cushion originote,yuu the moment of truth yups pas banget kan shade terang neutral di kulit aku gak kegelapan gak abu abu aa nyatu dan kawin banget sama kulitku best banget cushion originote,yuu the moment of truth yups pas banget shade terang neutral kulit gak kegelapan gak abu abu aa nyatu kawin banget kulitku best banget cushion originote,yuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu aa nyatu dan kawin banget sama kulitku best banget cushion originote,yuu the moment of truth yups pas banget shade terang neutral kulit gak gelap gak abu abu aa nyatu kawin banget kulit best banget cushion originote
49,mau ganti pelembab dari rumah apa coba originote ya dahlah balik emina aja tapi kayaknya madame gie juga bagus ujung²nya sampe tempat ya originote ,mau ganti pelembab dari rumah apa coba originote ya dahlah balik emina aja tapi kayaknya madame gie juga bagus ujung²nya sampe tempat ya originote,<norm> <norm> pelembab <norm> <norm> <norm> <norm> originote <norm> dahlah <norm> emina <norm> <norm> kayaknya madame gie <norm> <norm> ujung²nya sampe <norm> <norm> originote,mau ganti pelembab dari rumah apa coba originote iya dahlah balik emina saja tapi kayaknya madame gie juga bagus ujung²nya sampai tempat iya originote,ganti pelembab rumah coba originote iya dahlah emina kayaknya madame gie bagus ujung²nya iya originote,mau ganti pelembab dari rumah apa coba originote ya dahlah balik emina aja tapi kayaknya madame gie juga bagus ujung²nya sampe tempat ya originote,ganti pelembab rumah coba originote iya dah emina kayak madame gie bagus ujung nya iya originote
50,Yang belum nyobain the originote cobain deh sekarang mumpung lagi promo,yang belum nyobain the originote cobain deh sekarang mumpung lagi promo,<norm> <norm> nyobain the originote cobain <norm> <norm> <norm> <norm> <norm>,yang belum nyobain the originote cobain deh sekarang selagi lagi promo,nyobain the originote cobain deh selagi promo,yang belum nyobain the originote cobain deh sekarang mumpung lagi promo,nyobain the originote cobain deh selagi promo
51,Apa gua harus coba sepaket originote? :&lt; facial wash blm nemu yg oke. Skrg ini pake cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan :&lt;,apa gua harus coba sepaket originote lt facial wash blm nemu yg oke skrg ini pake cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan lt,<norm> <norm> <norm> <norm> sepaket originote lt facial wash blm nemu <norm> <norm> skrg <norm> <norm> cleveru dbilang <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> lt,apa saya harus coba sepaket originote lt facial wash belum nemu yang oke skrg ini pakai cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan lt,coba sepaket originote lt facial wash nemu oke skrg pakai cleveru dbilang cocok sih cocok ga bikin perubahan lt,apa gua harus coba sepaket originote lt facial wash blm nemu yg oke skrg ini pake cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan lt,coba paket originote lt facial wash nemu oke skrg pakai cleveru dbilang cocok sih cocok ga bikin ubah lt
52,moist the originote best bgt buat muka beruntusan awal make purging siii tapi akhirnyaa manteppp beruntusan jadii mendemm walauu belum seberapaa karna pakai nyaa belum dalam jangka waktu yang lama. tetep lov bgt dehh bakal pake ini teruss!!,moist the originote best bgt buat muka beruntusan awal make purging sii tapi akhirnyaa mantepp beruntusan jadii mendemm walauu belum seberapaa karna pakai nyaa belum dalam jangka waktu yang lama tetep lov bgt dehh bakal pake ini teruss,moist the originote best bgt <norm> <norm> <norm> <norm> make purging sii <norm> akhirnyaa mantepp <norm> jadii mendemm walauu <norm> seberapaa karna <norm> nyaa <norm> <norm> <norm> <norm> <norm> <norm> tetep lov bgt dehh <norm> <norm> <norm> teruss,moist the originote best banget buat muka beruntusan awal make purging sii tapi akhirnyaa mantepp beruntusan jadii mendemm walauu belum seberapaa karena pakai nyaa belum dalam jangka waktu yang lama tetep lov banget dehh bakal pakai ini teruss,moist the originote best banget muka beruntusan make purging sii akhirnyaa mantepp beruntusan jadii mendemm walauu seberapaa pakai nyaa jangka tetep lov banget dehh pakai teruss,moist the originote best bgt buat muka beruntusan awal make purging sii tapi akhirnyaa mantepp beruntusan jadii mendemm walauu belum seberapaa karna pakai nyaa belum dalam jangka waktu yang lama tetep lov bgt dehh bakal pake ini teruss,moist the originote best banget muka beruntus make purging sii akhirnyaa mantepp beruntus jadi mendemm walauu seberapaa pakai nyaa jangka tetep lov banget dehh pakai teruss
53,Akhirnye aku beli moistnya originote lagi stlh ± satu thn lamanya,akhirnye aku beli moistnya originote lagi stlh satu thn lamanya,akhirnye <norm> <norm> moistnya originote <norm> stlh <norm> thn lamanya,akhirnye aku beli moistnya originote lagi setelah satu tahun lamanya,akhirnye beli moistnya originote,akhirnye aku beli moistnya originote lagi stlh satu thn lamanya,akhirnye beli moistnya originote
54,kehabisan mulu clay mask stik g2glow yaudah jadinya beli yg the originote moga ampun dah ngebasmi komedo,kehabisan mulu clay mask stik gglow yaudah jadinya beli yg the originote moga ampun dah ngebasmi komedo,<norm> mulu clay mask <norm> gglow yaudah jadinya <norm> <norm> the originote <norm> <norm> <norm> ngebasmi <norm>,kehabisan melulu clay mask stik gglow ya sudah jadinya beli yang the originote moga ampun deh ngebasmi komedo,kehabisan melulu clay mask stik gglow ya beli the originote moga ampun deh ngebasmi komedo,kehabisan mulu clay mask stik gglow yaudah jadinya beli yg the originote moga ampun dah ngebasmi komedo,habis melulu clay mask stik gglow ya beli the originote moga ampun deh ngebasmi komedo
55,Alhamdulillah dapet koin recehan dari syopi udah kekumpul belasan ribu modal main game dan tanem2 berhadiah. Bismillah beli skincare yang udh ga kebeli dari bulan Oktober tahun lalu the originote emang paling murce dan bisa pake koin syopi kalo sabar ngumpulinnya ,alhamdulillah dapet koin recehan dari syopi udah kekumpul belasan ribu modal main game dan tanem berhadiah bismillah beli skincare yang udh ga kebeli dari bulan oktober tahun lalu the originote emang paling murce dan bisa pake koin syopi kalo sabar ngumpulinnya,<norm> dapet <norm> <norm> <norm> syopi udah kekumpul <norm> <norm> <norm> <norm> game <norm> tanem <norm> <norm> <norm> skincare <norm> udh <norm> kebeli <norm> <norm> <norm> <norm> <norm> the originote <norm> <norm> murce <norm> <norm> <norm> <norm> syopi <norm> <norm> ngumpulinnya,alhamdulillah dapat koin recehan dari syopi sudah kekumpul belasan ribu modal main game dan tanem berhadiah bismillah beli skincare yang udah ga kebeli dari bulan oktober tahun lalu the originote emang paling murce dan bisa pakai koin syopi kalau sabar ngumpulinnya,alhamdulillah koin recehan syopi kekumpul belasan ribu modal main game tanem berhadiah bismillah beli skincare udah ga kebeli oktober the originote emang murce pakai koin syopi sabar ngumpulinnya,alhamdulillah dapet koin recehan dari syopi udah kekumpul belasan ribu modal main game dan tanem berhadiah bismillah beli skincare yang udh ga kebeli dari bulan oktober tahun lalu the originote emang paling murce dan bisa pake koin syopi kalo sabar ngumpulinnya,alhamdulillah koin receh syopi kumpul bas ribu modal main game tanem hadiah bismillah beli skincare udah ga kebel oktober the originote emang murce pakai koin syopi sabar ngumpulinnya
56,The originote -Flash sale jadi harga under 20k -Klaim juga voucher toko -Bisa digabung diskon live Urutkan dari harga terendah atau cek promonya di halaman fs toko : https://t.co/PxoMNVds9a,the originote flash sale jadi harga under k klaim juga voucher toko bisa digabung diskon live urutkan dari harga terendah atau cek promonya di halaman fs toko,the originote flash <norm> <norm> <norm> under <norm> <norm> <norm> voucher <norm> <norm> digabung <norm> live urutkan <norm> <norm> <norm> <norm> <norm> promonya <norm> <norm> fs <norm>,the originote flash sale jadi harga under ke klaim juga voucher toko bisa digabung diskon live urutkan dari harga terendah atau cek promonya di halaman fs toko,the originote flash sale harga under klaim voucher toko digabung diskon live urutkan harga terendah cek promonya halaman fs toko,the originote flash sale jadi harga under k klaim juga voucher toko bisa digabung diskon live urutkan dari harga terendah atau cek promonya di halaman fs toko,the originote flash sale harga under klaim voucher toko gabung diskon live urut harga rendah cek promonya halaman fs toko
57,@nanazk Mw originote masih kak?,nanazk mw originote masih kak,nanazk mw originote <norm> <norm>,nanazk now watching originote masih kak,nanazk now watching originote kak,nanazk mw originote masih kak,nanazk now watching originote kak
